DOPs,Año,País,Ventas
Pago El Vicario,2021,Hungria,0
Pago Florentino,2021,Hungria,0
Pago La Jaraba,2021,Hungria,0
Pago Los Cerrillos,2021,Hungria,0
Pago Vallegarcía,2021,Hungria,0
Penedés,2021,Hungria,12
Pla de Bages,2021,Hungria,0
Pla i Llevant,2021,Hungria,0
Prado de Irache,2021,Hungria,0
Priorat,2021,Hungria,3
Rías Baixas,2021,Hungria,28
Ribeira Sacra,2021,Hungria,2
Ribeiro,2021,Hungria,0
Ribera del Duero,2021,Hungria,23
Ribera del Guadiana,2021,Hungria,0
Ribera del Júcar,2021,Hungria,0
Rioja,2021,Hungria,118
Rueda,2021,Hungria,19
Sierra de Salamanca,2021,Hungria,0
Sierras de Málaga,2021,Hungria,0
Somontano,2021,Hungria,8
Tacoronte-Acentejo,2021,Hungria,0
Tarragona,2021,Hungria,153
Terra Alta,2021,Hungria,221
Tierra del Vino de Zamora,2021,Hungria,0
Toro,2021,Hungria,0
Uclés,2021,Hungria,0
Utiel-Requena,2021,Hungria,67
Valdeorras,2021,Hungria,0
Valdepeñas,2021,Hungria,0
Valencia,2021,Hungria,87
Valle de Güímar,2021,Hungria,0
Valle de la Orotava,2021,Hungria,0
Valles de Benavente,2021,Hungria,1
Valtiendas,2021,Hungria,0
Vera de Estenas,2021,Hungria,0
Vinos de Madrid,2021,Hungria,0
Ycoden-Daute-Isora,2021,Hungria,0
Yecla,2021,Hungria,0
Abona,2020,Hungria,0
Alella,2020,Hungria,0
Alicante,2020,Hungria,13
Almansa,2020,Hungria,3
Arlanza,2020,Hungria,0
Arribes,2020,Hungria,0
Aylés,2020,Hungria,0
Bierzo,2020,Hungria,12
Binissalem,2020,Hungria,0
Bullas,2020,Hungria,0
Calatayud,2020,Hungria,0
Calzadilla,2020,Hungria,0
Campo de Borja,2020,Hungria,87
Campo de la Guardia,2020,Hungria,0
Cangas,2020,Hungria,0
Cariñena,2020,Hungria,30
Casa del Blanco,2020,Hungria,0
Cataluña,2020,Hungria,50
Cava,2020,Hungria,345
Cebreros,2020,Hungria,0
Chacolí de Álava,2020,Hungria,0
Chacolí de Bizkaia,2020,Hungria,0
Chacolí de Getaria,2020,Hungria,4
Cigales,2020,Hungria,0
Conca de Barberá,2020,Hungria,0
Condado de Huelva,2020,Hungria,0
Costers del Segre,2020,Hungria,2
Dehesa del Carrizal,2020,Hungria,0
Dominio de Valdepusa,2020,Hungria,0
El Hierro,2020,Hungria,0
El Terrerazo,2020,Hungria,0
Empordà,2020,Hungria,1
Finca Élez,2020,Hungria,0
Gran Canaria,2020,Hungria,0
Granada,2020,Hungria,0
Guijoso,2020,Hungria,0
Islas Canarias,2020,Hungria,0
Jerez-Xérès-Sherry,2020,Hungria,7
Jumilla,2020,Hungria,42
La Gomera,2020,Hungria,0
La Mancha,2020,Hungria,5
La Palma,2020,Hungria,0
Lanzarote,2020,Hungria,0
Lebrija,2020,Hungria,0
León,2020,Hungria,29
Los Balagueses,2020,Hungria,0
Málaga,2020,Hungria,0
Manchuela,2020,Hungria,33
Manzanilla S.B.,2020,Hungria,0
Méntrida,2020,Hungria,0
Mondéjar,2020,Hungria,0
Monterrei,2020,Hungria,0
Montilla-Moriles,2020,Hungria,1
Montsant,2020,Hungria,2
Navarra,2020,Hungria,1
Pago de Arínzano,2020,Hungria,0
Pago de Otazu,2020,Hungria,0
Pago El Vicario,2020,Hungria,0
Pago Florentino,2020,Hungria,0
Pago La Jaraba,2020,Hungria,0
Pago Los Cerrillos,2020,Hungria,0
Pago Vallegarcía,2020,Hungria,0
Penedés,2020,Hungria,10
Pla de Bages,2020,Hungria,0
Pla i Llevant,2020,Hungria,0
Prado de Irache,2020,Hungria,0
Priorat,2020,Hungria,7
Rías Baixas,2020,Hungria,12
Ribeira Sacra,2020,Hungria,1
Ribeiro,2020,Hungria,0
Ribera del Duero,2020,Hungria,12
Ribera del Guadiana,2020,Hungria,0
Ribera del Júcar,2020,Hungria,0
Rioja,2020,Hungria,140
Rueda,2020,Hungria,21
Sierra de Salamanca,2020,Hungria,0
Sierras de Málaga,2020,Hungria,0
Somontano,2020,Hungria,0
Tacoronte-Acentejo,2020,Hungria,0
Tarragona,2020,Hungria,259
Terra Alta,2020,Hungria,1442
Tierra del Vino de Zamora,2020,Hungria,0
Toro,2020,Hungria,17
Uclés,2020,Hungria,0
Utiel-Requena,2020,Hungria,14
Valdeorras,2020,Hungria,0
Valdepeñas,2020,Hungria,0
Valencia,2020,Hungria,177
Valle de Güímar,2020,Hungria,0
Valle de la Orotava,2020,Hungria,0
Valles de Benavente,2020,Hungria,5
Valtiendas,2020,Hungria,0
Vinos de Madrid,2020,Hungria,0
Ycoden-Daute-Isora,2020,Hungria,0
Yecla,2020,Hungria,0
Abona,2019,Hungria,0
Alella,2019,Hungria,0
Alicante,2019,Hungria,11
Almansa,2019,Hungria,1
Arlanza,2019,Hungria,0
Arribes,2019,Hungria,0
Aylés,2019,Hungria,0
Bierzo,2019,Hungria,206
Binissalem,2019,Hungria,0
Bullas,2019,Hungria,0
Calatayud,2019,Hungria,0
Calzadilla,2019,Hungria,0
Campo de Borja,2019,Hungria,116
Campo de la Guardia,2019,Hungria,0
Cangas,2019,Hungria,0
Cariñena,2019,Hungria,21
Casa del Blanco,2019,Hungria,0
Cataluña,2019,Hungria,153
Cava,2019,Hungria,558
Cebreros,2019,Hungria,0
Chacolí de Álava,2019,Hungria,0
Chacolí de Bizkaia,2019,Hungria,0
Chacolí de Getaria,2019,Hungria,9
Cigales,2019,Hungria,0
Conca de Barberá,2019,Hungria,0
Condado de Huelva,2019,Hungria,0
Costers del Segre,2019,Hungria,0
Dehesa del Carrizal,2019,Hungria,0
Dominio de Valdepusa,2019,Hungria,1
El Hierro,2019,Hungria,0
El Terrerazo,2019,Hungria,0
Empordà,2019,Hungria,1
Finca Élez,2019,Hungria,0
Gran Canaria,2019,Hungria,0
Granada,2019,Hungria,0
Guijoso,2019,Hungria,0
Islas Canarias,2019,Hungria,0
Jerez-Xérès-Sherry,2019,Hungria,13
Jumilla,2019,Hungria,35
La Gomera,2019,Hungria,0
La Mancha,2019,Hungria,11
La Palma,2019,Hungria,0
Lanzarote,2019,Hungria,0
Lebrija,2019,Hungria,0
León,2019,Hungria,0
Los Balagueses,2019,Hungria,0
Málaga,2019,Hungria,1
Manchuela,2019,Hungria,24
Manzanilla S.B.,2019,Hungria,0
Méntrida,2019,Hungria,0
Mondéjar,2019,Hungria,0
Monterrei,2019,Hungria,0
Montilla-Moriles,2019,Hungria,0
Montsant,2019,Hungria,1
Navarra,2019,Hungria,0
Pago de Arínzano,2019,Hungria,0
Pago de Otazu,2019,Hungria,0
Pago Florentino,2019,Hungria,0
Penedés,2019,Hungria,15
Pla de Bages,2019,Hungria,0
Pla i Llevant,2019,Hungria,0
Prado de Irache,2019,Hungria,0
Priorat,2019,Hungria,12
Rías Baixas,2019,Hungria,21
Ribeira Sacra,2019,Hungria,0
Ribeiro,2019,Hungria,0
Ribera del Duero,2019,Hungria,25
Ribera del Guadiana,2019,Hungria,18
Ribera del Júcar,2019,Hungria,0
Rioja,2019,Hungria,110
Rueda,2019,Hungria,43
Sierra de Salamanca,2019,Hungria,0
Sierras de Málaga,2019,Hungria,0
Somontano,2019,Hungria,17
Tacoronte-Acentejo,2019,Hungria,0
Tarragona,2019,Hungria,323
Terra Alta,2019,Hungria,0
Tierra del Vino de Zamora,2019,Hungria,0
Toro,2019,Hungria,0
Uclés,2019,Hungria,0
Utiel-Requena,2019,Hungria,18
Valdeorras,2019,Hungria,0
Valdepeñas,2019,Hungria,124
Valencia,2019,Hungria,41
Valle de Güímar,2019,Hungria,0
Valle de la Orotava,2019,Hungria,8
Valles de Benavente,2019,Hungria,5
Valtiendas,2019,Hungria,0
Vinos de Madrid,2019,Hungria,0
Ycoden-Daute-Isora,2019,Hungria,0
Yecla,2019,Hungria,0
Abona,2018,Hungria,0
Alella,2018,Hungria,0
Alicante,2018,Hungria,6
Almansa,2018,Hungria,0
Arlanza,2018,Hungria,0
Arribes,2018,Hungria,0
Aylés,2018,Hungria,0
Bierzo,2018,Hungria,210
Binissalem,2018,Hungria,0
Bullas,2018,Hungria,0
Calatayud,2018,Hungria,0
Calzadilla,2018,Hungria,0
Campo de Borja,2018,Hungria,80
Campo de la Guardia,2018,Hungria,0
Cangas,2018,Hungria,0
Cariñena,2018,Hungria,0
Casa del Blanco,2018,Hungria,0
Cataluña,2018,Hungria,21
Cava,2018,Hungria,357
Chacolí de Álava,2018,Hungria,0
Chacolí de Bizkaia,2018,Hungria,0
Chacolí de Getaria,2018,Hungria,2
Cigales,2018,Hungria,0
Conca de Barberá,2018,Hungria,0
Condado de Huelva,2018,Hungria,0
Costers del Segre,2018,Hungria,1
Dehesa del Carrizal,2018,Hungria,0
Dominio de Valdepusa,2018,Hungria,1
El Hierro,2018,Hungria,0
El Terrerazo,2018,Hungria,0
Empordà,2018,Hungria,1
Finca Élez,2018,Hungria,0
Gran Canaria,2018,Hungria,0
Granada,2018,Hungria,0
Guijoso,2018,Hungria,0
Islas Canarias,2018,Hungria,0
Jerez-Xérès-Sherry,2018,Hungria,9
Jumilla,2018,Hungria,21
La Gomera,2018,Hungria,0
La Mancha,2018,Hungria,6
La Palma,2018,Hungria,0
Lanzarote,2018,Hungria,0
Lebrija,2018,Hungria,0
Los Balagueses,2018,Hungria,0
Málaga,2018,Hungria,0
Manchuela,2018,Hungria,107
Manzanilla S.B.,2018,Hungria,1
Méntrida,2018,Hungria,0
Mondéjar,2018,Hungria,0
Monterrei,2018,Hungria,3
Montilla-Moriles,2018,Hungria,0
Montsant,2018,Hungria,1
Navarra,2018,Hungria,0
Pago de Arínzano,2018,Hungria,0
Pago de Otazu,2018,Hungria,0
Pago Florentino,2018,Hungria,0
Penedés,2018,Hungria,12
Pla de Bages,2018,Hungria,0
Pla i Llevant,2018,Hungria,0
Prado de Irache,2018,Hungria,0
Priorat,2018,Hungria,2
Rías Baixas,2018,Hungria,11
Ribeira Sacra,2018,Hungria,0
Ribeiro,2018,Hungria,0
Ribera del Duero,2018,Hungria,9
Ribera del Guadiana,2018,Hungria,0
Ribera del Júcar,2018,Hungria,0
Rioja,2018,Hungria,94
Rueda,2018,Hungria,59
Sierra de Salamanca,2018,Hungria,0
Sierras de Málaga,2018,Hungria,0
Somontano,2018,Hungria,10
Tacoronte-Acentejo,2018,Hungria,0
Tarragona,2018,Hungria,554
Terra Alta,2018,Hungria,1170
Tierra de León,2018,Hungria,0
Tierra del Vino de Zamora,2018,Hungria,0
Toro,2018,Hungria,0
Uclés,2018,Hungria,0
Utiel-Requena,2018,Hungria,55
Valdeorras,2018,Hungria,0
Valdepeñas,2018,Hungria,119
Valencia,2018,Hungria,27
Valle de Güímar,2018,Hungria,0
Valle de la Orotava,2018,Hungria,0
Valles de Benavente,2018,Hungria,2
Valtiendas,2018,Hungria,0
Vinos de Madrid,2018,Hungria,0
Ycoden-Daute-Isora,2018,Hungria,0
Yecla,2018,Hungria,0
Abona,2017,Hungria,0
Alella,2017,Hungria,0
Alicante,2017,Hungria,0
Almansa,2017,Hungria,0
Arlanza,2017,Hungria,0
Arribes,2017,Hungria,0
Aylés,2017,Hungria,0
Bierzo,2017,Hungria,216
Binissalem,2017,Hungria,0
Bullas,2017,Hungria,0
Calatayud,2017,Hungria,0
Calzadilla,2017,Hungria,0
Campo de Borja,2017,Hungria,92
Campo de la Guardia,2017,Hungria,0
Cangas,2017,Hungria,0
Cariñena,2017,Hungria,0
Casa del Blanco,2017,Hungria,0
Cataluña,2017,Hungria,23
Cava,2017,Hungria,440
Chacolí de Álava,2017,Hungria,0
Chacolí de Bizkaia,2017,Hungria,0
Chacolí de Getaria,2017,Hungria,3
Cigales,2017,Hungria,0
Conca de Barberá,2017,Hungria,0
Condado de Huelva,2017,Hungria,0
Costers del Segre,2017,Hungria,0
Dehesa del Carrizal,2017,Hungria,0
Dominio de Valdepusa,2017,Hungria,0
El Hierro,2017,Hungria,0
El Terrerazo,2017,Hungria,0
Empordà,2017,Hungria,1
Finca Élez,2017,Hungria,0
Gran Canaria,2017,Hungria,0
Granada,2017,Hungria,0
Guijoso,2017,Hungria,0
Islas Canarias,2017,Hungria,0
Jerez-Xérès-Sherry,2017,Hungria,15
Jumilla,2017,Hungria,8
La Gomera,2017,Hungria,0
La Mancha,2017,Hungria,13
La Palma,2017,Hungria,0
Lanzarote,2017,Hungria,0
Lebrija,2017,Hungria,0
Los Balagueses,2017,Hungria,0
Málaga,2017,Hungria,0
Manchuela,2017,Hungria,49
Manzanilla S.B.,2017,Hungria,0
Méntrida,2017,Hungria,0
Mondéjar,2017,Hungria,0
Monterrei,2017,Hungria,6
Montilla-Moriles,2017,Hungria,0
Montsant,2017,Hungria,4
Navarra,2017,Hungria,0
Pago de Arínzano,2017,Hungria,0
Pago de Otazu,2017,Hungria,0
Pago Florentino,2017,Hungria,0
Penedés,2017,Hungria,7
Pla de Bages,2017,Hungria,0
Pla i Llevant,2017,Hungria,0
Prado de Irache,2017,Hungria,0
Priorat,2017,Hungria,5
Rías Baixas,2017,Hungria,4
Ribeira Sacra,2017,Hungria,0
Ribeiro,2017,Hungria,0
Ribera del Duero,2017,Hungria,26
Ribera del Guadiana,2017,Hungria,0
Ribera del Júcar,2017,Hungria,0
Rioja,2017,Hungria,73
Rueda,2017,Hungria,26
Sierra de Salamanca,2017,Hungria,0
Sierras de Málaga,2017,Hungria,0
Somontano,2017,Hungria,1263
Tacoronte-Acentejo,2017,Hungria,0
Tarragona,2017,Hungria,54
Terra Alta,2017,Hungria,92
Tierra de León,2017,Hungria,0
Tierra del Vino de Zamora,2017,Hungria,0
Toro,2017,Hungria,0
Uclés,2017,Hungria,0
Utiel-Requena,2017,Hungria,7
Valdeorras,2017,Hungria,0
Valdepeñas,2017,Hungria,175
Valencia,2017,Hungria,172
Valle de Güímar,2017,Hungria,0
Valle de la Orotava,2017,Hungria,0
Valles de Benavente,2017,Hungria,0
Valtiendas,2017,Hungria,0
Vinos de Madrid,2017,Hungria,0
Ycoden-Daute-Isora,2017,Hungria,0
Yecla,2017,Hungria,0
Abona,2016,Hungria,0
Alella,2016,Hungria,0
Alicante,2016,Hungria,0
Almansa,2016,Hungria,0
Arlanza,2016,Hungria,0
Arribes,2016,Hungria,0
Aylés,2016,Hungria,0
Bierzo,2016,Hungria,198
Binissalem,2016,Hungria,0
Bullas,2016,Hungria,0
Calatayud,2016,Hungria,0
Calzadilla,2016,Hungria,0
Campo de Borja,2016,Hungria,14
Campo de la Guardia,2016,Hungria,0
Cangas,2016,Hungria,0
Cariñena,2016,Hungria,27
Casa del Blanco,2016,Hungria,0
Cataluña,2016,Hungria,21
Cava,2016,Hungria,285
Chacolí de Álava,2016,Hungria,0
Chacolí de Bizkaia,2016,Hungria,0
Chacolí de Getaria,2016,Hungria,0
Cigales,2016,Hungria,0
Conca de Barberá,2016,Hungria,0
Condado de Huelva,2016,Hungria,0
Costers del Segre,2016,Hungria,1
Dehesa del Carrizal,2016,Hungria,0
Dominio de Valdepusa,2016,Hungria,1
El Hierro,2016,Hungria,0
El Terrerazo,2016,Hungria,0
Empordà,2016,Hungria,3
Finca Élez,2016,Hungria,0
Gran Canaria,2016,Hungria,0
Granada,2016,Hungria,0
Guijoso,2016,Hungria,0
Islas Canarias,2016,Hungria,0
Jerez-Xérès-Sherry,2016,Hungria,55
Jumilla,2016,Hungria,11
La Gomera,2016,Hungria,0
La Mancha,2016,Hungria,6
La Palma,2016,Hungria,0
Lanzarote,2016,Hungria,0
Lebrija,2016,Hungria,0
Los Balagueses,2016,Hungria,0
Málaga,2016,Hungria,0
Manchuela,2016,Hungria,33
Manzanilla S.B.,2016,Hungria,1
Méntrida,2016,Hungria,0
Mondéjar,2016,Hungria,0
Monterrei,2016,Hungria,0
Montilla-Moriles,2016,Hungria,0
Montsant,2016,Hungria,4
Navarra,2016,Hungria,0
Pago de Arínzano,2016,Hungria,0
Pago de Otazu,2016,Hungria,0
Pago Florentino,2016,Hungria,0
Penedés,2016,Hungria,11
Pla de Bages,2016,Hungria,0
Pla i Llevant,2016,Hungria,0
Prado de Irache,2016,Hungria,0
Priorat,2016,Hungria,3
Rías Baixas,2016,Hungria,4
Ribeira Sacra,2016,Hungria,0
Ribeiro,2016,Hungria,0
Ribera del Duero,2016,Hungria,28
Ribera del Guadiana,2016,Hungria,0
Ribera del Júcar,2016,Hungria,0
Rioja,2016,Hungria,62
Rueda,2016,Hungria,29
Sierra de Salamanca,2016,Hungria,0
Sierras de Málaga,2016,Hungria,0
Somontano,2016,Hungria,19
Tacoronte-Acentejo,2016,Hungria,0
Tarragona,2016,Hungria,5
Terra Alta,2016,Hungria,0
Tierra de León,2016,Hungria,0
Tierra del Vino de Zamora,2016,Hungria,0
Toro,2016,Hungria,0
Uclés,2016,Hungria,0
Utiel-Requena,2016,Hungria,50
Valdeorras,2016,Hungria,0
Valdepeñas,2016,Hungria,335
Valencia,2016,Hungria,239
Valle de Güímar,2016,Hungria,0
Valle de la Orotava,2016,Hungria,0
Valles de Benavente,2016,Hungria,0
Valtiendas,2016,Hungria,0
Vinos de Madrid,2016,Hungria,0
Ycoden-Daute-Isora,2016,Hungria,0
Yecla,2016,Hungria,3
Abona,2015,Hungria,0
Alella,2015,Hungria,0
Alicante,2015,Hungria,0
Almansa,2015,Hungria,0
Arlanza,2015,Hungria,0
Arribes,2015,Hungria,0
Aylés,2015,Hungria,0
Bierzo,2015,Hungria,118
Binissalem,2015,Hungria,0
Bullas,2015,Hungria,0
Calatayud,2015,Hungria,0
Calzadilla,2015,Hungria,0
Campo de Borja,2015,Hungria,14
Campo de la Guardia,2015,Hungria,0
Cangas,2015,Hungria,0
Cariñena,2015,Hungria,88
Casa del Blanco,2015,Hungria,1
Cataluña,2015,Hungria,22
Cava,2015,Hungria,400
Chacolí de Álava,2015,Hungria,0
Chacolí de Bizkaia,2015,Hungria,0
Chacolí de Getaria,2015,Hungria,5
Cigales,2015,Hungria,4
Conca de Barberá,2015,Hungria,0
Condado de Huelva,2015,Hungria,0
Costers del Segre,2015,Hungria,5
Dehesa del Carrizal,2015,Hungria,0
Dominio de Valdepusa,2015,Hungria,0
El Hierro,2015,Hungria,0
El Terrerazo,2015,Hungria,0
Empordà,2015,Hungria,0
Finca Élez,2015,Hungria,0
Gran Canaria,2015,Hungria,0
Granada,2015,Hungria,0
Guijoso,2015,Hungria,0
Islas Canarias,2015,Hungria,0
Jerez-Xérès-Sherry,2015,Hungria,45
Jumilla,2015,Hungria,11
La Gomera,2015,Hungria,0
La Mancha,2015,Hungria,85
La Palma,2015,Hungria,0
Lanzarote,2015,Hungria,0
Lebrija,2015,Hungria,0
Los Balagueses,2015,Hungria,0
Málaga,2015,Hungria,23
Manchuela,2015,Hungria,40
Manzanilla S.B.,2015,Hungria,1
Méntrida,2015,Hungria,0
Mondéjar,2015,Hungria,0
Monterrei,2015,Hungria,0
Montilla-Moriles,2015,Hungria,0
Montsant,2015,Hungria,0
Navarra,2015,Hungria,291
Pago de Arínzano,2015,Hungria,0
Pago de Otazu,2015,Hungria,0
Pago Florentino,2015,Hungria,0
Penedés,2015,Hungria,7
Pla de Bages,2015,Hungria,0
Pla i Llevant,2015,Hungria,0
Prado de Irache,2015,Hungria,0
Priorat,2015,Hungria,6
Rías Baixas,2015,Hungria,24
Ribeira Sacra,2015,Hungria,0
Ribeiro,2015,Hungria,0
Ribera del Duero,2015,Hungria,65
Ribera del Guadiana,2015,Hungria,0
Ribera del Júcar,2015,Hungria,0
Rioja,2015,Hungria,183
Rueda,2015,Hungria,34
Sierra de Salamanca,2015,Hungria,0
Sierras de Málaga,2015,Hungria,0
Somontano,2015,Hungria,941
Tacoronte-Acentejo,2015,Hungria,0
Tarragona,2015,Hungria,0
Terra Alta,2015,Hungria,0
Tierra de León,2015,Hungria,0
Tierra del Vino de Zamora,2015,Hungria,0
Toro,2015,Hungria,0
Uclés,2015,Hungria,0
Utiel-Requena,2015,Hungria,45
Valdeorras,2015,Hungria,0
Valdepeñas,2015,Hungria,478
Valencia,2015,Hungria,234
Valle de Güímar,2015,Hungria,0
Valle de la Orotava,2015,Hungria,0
Valles de Benavente,2015,Hungria,0
Valtiendas,2015,Hungria,0
Vinos de Madrid,2015,Hungria,3
Ycoden-Daute-Isora,2015,Hungria,0
Yecla,2015,Hungria,0
Abona,2014,Hungria,0
Alella,2014,Hungria,0
Alicante,2014,Hungria,1
Almansa,2014,Hungria,0
Arlanza,2014,Hungria,0
Arribes,2014,Hungria,0
Aylés,2014,Hungria,0
Bierzo,2014,Hungria,64
Binissalem,2014,Hungria,0
Bullas,2014,Hungria,0
Calatayud,2014,Hungria,0
Calzadilla,2014,Hungria,0
Campo de Borja,2014,Hungria,55
Campo de la Guardia,2014,Hungria,0
Cangas,2014,Hungria,0
Cariñena,2014,Hungria,0
Casa del Blanco,2014,Hungria,2
Cataluña,2014,Hungria,139
Cava,2014,Hungria,431
Chacolí de Álava,2014,Hungria,0
Chacolí de Bizkaia,2014,Hungria,0
Chacolí de Getaria,2014,Hungria,4
Cigales,2014,Hungria,0
Conca de Barberá,2014,Hungria,0
Condado de Huelva,2014,Hungria,0
Costers del Segre,2014,Hungria,0
Dehesa del Carrizal,2014,Hungria,0
Dominio de Valdepusa,2014,Hungria,0
El Hierro,2014,Hungria,0
El Terrerazo,2014,Hungria,0
Empordà,2014,Hungria,0
Finca Élez,2014,Hungria,0
Gran Canaria,2014,Hungria,0
Granada,2014,Hungria,0
Guijoso,2014,Hungria,0
Islas Canarias,2014,Hungria,0
Jerez-Xérès-Sherry,2014,Hungria,22
Jumilla,2014,Hungria,12
La Gomera,2014,Hungria,0
La Mancha,2014,Hungria,135
La Palma,2014,Hungria,0
Lanzarote,2014,Hungria,0
Lebrija,2014,Hungria,0
Los Balagueses,2014,Hungria,0
Málaga,2014,Hungria,11
Manchuela,2014,Hungria,0
Manzanilla S.B.,2014,Hungria,1
Méntrida,2014,Hungria,0
Mondéjar,2014,Hungria,0
Monterrei,2014,Hungria,0
Montilla-Moriles,2014,Hungria,0
Montsant,2014,Hungria,1
Navarra,2014,Hungria,272
Pago de Arínzano,2014,Hungria,0
Pago de Otazu,2014,Hungria,0
Pago Florentino,2014,Hungria,0
Penedés,2014,Hungria,11
Pla de Bages,2014,Hungria,0
Pla i Llevant,2014,Hungria,0
Prado de Irache,2014,Hungria,0
Priorat,2014,Hungria,3
Rías Baixas,2014,Hungria,113
Ribeira Sacra,2014,Hungria,0
Ribeiro,2014,Hungria,0
Ribera del Duero,2014,Hungria,20
Ribera del Guadiana,2014,Hungria,0
Ribera del Júcar,2014,Hungria,0
Rioja,2014,Hungria,497
Rueda,2014,Hungria,104
Sierra de Salamanca,2014,Hungria,0
Sierras de Málaga,2014,Hungria,0
Somontano,2014,Hungria,17
Tacoronte-Acentejo,2014,Hungria,0
Tarragona,2014,Hungria,0
Terra Alta,2014,Hungria,0
Tierra de León,2014,Hungria,0
Tierra del Vino de Zamora,2014,Hungria,0
Toro,2014,Hungria,0
Uclés,2014,Hungria,0
Utiel-Requena,2014,Hungria,66
Valdeorras,2014,Hungria,0
Valdepeñas,2014,Hungria,461
Valencia,2014,Hungria,137
Valle de Güímar,2014,Hungria,0
Valle de la Orotava,2014,Hungria,0
Valles de Benavente,2014,Hungria,0
Valtiendas,2014,Hungria,0
Vinos de Madrid,2014,Hungria,0
Ycoden-Daute-Isora,2014,Hungria,0
Yecla,2014,Hungria,2
Abadía Retuerta,2023,Irlanda,0
Abona,2023,Irlanda,0
Alella,2023,Irlanda,0
Alicante,2023,Irlanda,1027
Almansa,2023,Irlanda,76
Arlanza,2023,Irlanda,0
Arribes,2023,Irlanda,0
Aylés,2023,Irlanda,0
Bierzo,2023,Irlanda,69
Binissalem,2023,Irlanda,4
Bolandin,2023,Irlanda,0
Bullas,2023,Irlanda,26
Calatayud,2023,Irlanda,170
Calzadilla,2023,Irlanda,0
Campo de Borja,2023,Irlanda,523
Campo de la Guardia,2023,Irlanda,0
Cangas,2023,Irlanda,0
Cariñena,2023,Irlanda,506
Casa del Blanco,2023,Irlanda,0
Cataluña,2023,Irlanda,754
Cava,2023,Irlanda,2977
Cebreros,2023,Irlanda,0
Chacolí de Álava,2023,Irlanda,1
Chacolí de Bizkaia,2023,Irlanda,1
Chacolí de Getaria,2023,Irlanda,32
Chozas Carrascal,2023,Irlanda,0
Cigales,2023,Irlanda,59
Conca de Barberá,2023,Irlanda,6
Condado de Huelva,2023,Irlanda,0
Costers del Segre,2023,Irlanda,25
Dehesa del Carrizal,2023,Irlanda,0
Dehesa Peñalba,2023,Irlanda,0
Dominio de Valdepusa,2023,Irlanda,3
El Hierro,2023,Irlanda,0
El Terrerazo,2023,Irlanda,0
Empordà,2023,Irlanda,7
Finca Élez,2023,Irlanda,0
Gran Canaria,2023,Irlanda,0
Granada,2023,Irlanda,0
Guijoso,2023,Irlanda,0
Islas Canarias,2023,Irlanda,0
Jerez-Xérès-Sherry,2023,Irlanda,633
Jumilla,2023,Irlanda,642
La Gomera,2023,Irlanda,0
La Mancha,2023,Irlanda,1644
La Palma,2023,Irlanda,0
Lanzarote,2023,Irlanda,0
Lebrija,2023,Irlanda,0
León,2023,Irlanda,0
Los Balagueses,2023,Irlanda,0
Málaga,2023,Irlanda,1
Manchuela,2023,Irlanda,54
Manzanilla S.B.,2023,Irlanda,18
Méntrida,2023,Irlanda,12
Mondéjar,2023,Irlanda,0
Monterrei,2023,Irlanda,71
Montilla-Moriles,2023,Irlanda,14
Montsant,2023,Irlanda,20
Navarra,2023,Irlanda,974
Pago de Arínzano,2023,Irlanda,0
Pago de Otazu,2023,Irlanda,0
Pago El Vicario,2023,Irlanda,0
Pago Florentino,2023,Irlanda,0
Pago La Jaraba,2023,Irlanda,0
Pago Los Cerrillos,2023,Irlanda,0
Pago Vallegarcía,2023,Irlanda,0
Penedés,2023,Irlanda,179
Pla de Bages,2023,Irlanda,0
Pla i Llevant,2023,Irlanda,0
Prado de Irache,2023,Irlanda,0
Priorat,2023,Irlanda,59
Rías Baixas,2023,Irlanda,4981
Ribeira Sacra,2023,Irlanda,45
Ribeiro,2023,Irlanda,18
