DOPs;Año;Alemania;Austria;Bélgica;Bulgaria;Chipre;Croacia;Dinamarca;Eslovaquia;Eslovenia;Estonia;Finlandia;Francia;Grecia;Holanda;Hungria;Irlanda;Italia;Letonia;Lituania;Luxemburgo;Malta;Polonia;Portugal;Repùblica Checa;Rumania;Suecia;Noruega;Suiza;Reino Unido;Rusia;Resto Europa no E.U.;Argentina;Brasil;Canadá;Colombia;EE.UU.;México;Venezuela;Resto América;Corea;China;India;Japón;Resto Asia;Australia;Resto Oceanía;Resto países;Blanco;Rosado;Tinto;De licor;Espumoso;Deaguja;Otros;€/hl
La Gomera;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La Mancha;2018;46529;594;2477;90;164;443;1060;935;0;487;113;1631;69;16424;6;1230;258;4340;6318;19;39;6467;3;842;448;2223;201;10612;10993;12529;1481;1;3670;773;76;12218;5711;0;5576;1358;62846;25;10966;3640;96;422;33717;50937;14163;204981;0;39;0;0;214,9958685
La Palma;2018;8;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;3;0;0;0;0;0;0;19;0;0;0;0;0;0;4;0;4;0;0;42;0;22;0;0;0;0;1309,171875
Lanzarote;2018;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;1;0;333;0;0;0;0;0;0;10;0;0;0;0;67;229;32;33;17;0;7;877,4883117
Lebrija;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Los Balagueses;2018;8;0;7;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;3;0;0;5;0;0;0;2;0;8;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;0;0;2;3;0;47;9;0;0;0;9
Málaga;2018;753;196;33;0;0;0;1;0;0;0;70;3529;0;25;0;10;24;0;2;0;0;532;0;0;0;2;0;5;25;35;36;0;0;0;0;31;0;0;26;0;4;0;0;0;0;0;0;0;0;0;5339;0;0;0;475,3532497
Manchuela;2018;1931;45;114;0;0;0;71;5;0;0;32;250;0;439;107;60;3;0;32;0;0;87;0;83;25;198;3;249;197;0;0;0;72;263;0;445;64;0;109;65;5992;0;601;440;44;0;0;1800;382;9635;0;209;0;0;300,0129719
Manzanilla S.B.;2018;196;11;350;0;0;0;24;0;1;2;31;171;7;544;1;10;5;41;27;0;0;8;2;2;0;155;12;15;2225;64;35;0;6;81;9;560;30;0;20;5;12;0;399;15;67;8;0;0;0;0;5151;0;0;0;300,009901
Méntrida;2018;84;0;41;0;0;0;13;5;0;0;3;5;0;54;0;5;0;0;0;0;0;5;0;0;0;18;10;51;17;46;0;0;50;95;0;209;19;0;24;0;731;0;20;8;5;0;5;25;31;1467;0;0;0;0;585,4720946
Mondéjar;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monterrei;2018;205;0;175;0;0;0;10;0;0;1;0;5;0;555;3;123;0;0;0;0;0;7;0;2;0;21;0;6;695;0;13;0;7;0;0;73;24;0;17;0;1;0;7;2;10;0;0;1863;0;99;0;0;0;0;472,6202854
Montilla-Moriles;2018;682;114;273;2;0;0;349;0;0;1;0;159;0;4364;0;7;90;2;201;0;0;8;2;2508;0;92;18;44;2203;0;390;0;2;348;0;303;0;0;703;0;18;0;63;9;116;16;0;7815;0;0;5272;0;0;0;363,0656377
Montsant;2018;2392;110;556;0;0;0;315;0;0;10;62;189;4;480;1;33;1;5;74;14;4;159;0;85;3;549;27;623;514;159;421;33;566;1410;38;5231;41;0;66;39;685;0;582;236;89;6;3;633;538;14600;0;0;0;0;289,6842238
Navarra;2018;20238;271;2301;7;220;0;1835;110;33;56;1628;2193;317;7799;0;916;16;584;1232;71;4;1118;0;547;181;383;2702;8226;14652;649;443;11;1170;4227;49;5592;978;156;1286;106;27481;0;2266;879;306;65;144;14046;18668;80642;92;0;0;0;248
Pago de Arínzano;2018;9;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;133;8;1;0;0;0;0;0;0;0;26;1;0;0;0;0;84;0;244;0;0;0;0;0;0;0;0;0;0;0;163;0;356;0;0;0;0;171,6859345
Pago de Otazu;2018;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;5;22;0;9;4;0;1;3;27;0;0;0;0;0;0;8;0;74;0;0;0;0;1195,682927
Pago Florentino;2018;16;0;16;0;0;0;5;0;0;0;0;2;0;1;0;0;0;0;0;3;0;6;0;0;0;0;0;15;0;18;2;0;87;0;0;19;0;0;10;5;8;0;15;27;0;0;0;0;0;255;0;0;0;0;933,7647059
Penedés;2018;5380;65;1242;11;10;6;1418;7;5;300;1059;278;15;1253;12;283;59;231;473;48;6;261;19;165;4;3589;1026;609;928;140;1102;0;3051;4238;315;1109;966;4;2318;324;2541;137;1218;773;67;15;908;10508;3372;21639;0;2447;22;0;863,5480941
Pla de Bages;2018;83;0;5;0;0;0;24;0;0;9;25;41;0;104;0;7;0;0;0;6;0;4;0;5;1;5;0;86;14;13;23;2;12;5;12;25;39;0;10;0;121;0;2;15;0;0;5;164;15;524;0;0;0;0;694,9786629
Pla i Llevant;2018;2231;19;4;0;0;0;233;0;0;0;9;0;0;0;0;0;0;0;0;11;0;0;0;15;0;46;0;190;14;0;0;0;0;1;0;34;0;0;0;0;0;0;0;0;0;0;0;1041;411;1355;0;0;0;0;531,953331
Prado de Irache;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Priorat;2018;2033;286;685;1;5;0;694;3;0;19;103;541;6;536;2;96;2;15;83;42;6;127;17;48;3;794;174;2881;1261;439;125;5;66;779;4;3825;243;0;154;76;665;0;241;442;56;11;5;517;30;17042;0;0;0;10;1149,559691
Rías Baixas;2018;3248;66;1327;12;15;1;688;5;19;22;232;410;6;3343;11;2392;88;72;13;28;9;1000;28;45;7;1548;1309;1564;15015;1279;602;11;164;2451;180;24696;2151;19;4819;59;367;0;977;320;756;27;214;71615;0;0;0;0;0;0;542,814173
Ribeira Sacra;2018;31;6;64;0;0;0;7;0;0;0;73;47;0;37;0;33;15;0;0;0;0;1;7;1;0;69;133;150;131;57;4;0;0;50;0;757;58;0;22;0;179;0;16;119;70;0;0;196;0;1941;0;0;0;0;1199,522695
Ribeiro;2018;772;0;185;0;0;0;0;0;0;0;4;34;0;88;0;100;0;0;0;0;0;0;0;0;0;11;0;111;299;70;184;0;0;27;0;494;87;0;149;0;0;0;60;10;29;0;0;2510;0;204;0;0;0;0;912,7056006
Ribera del Duero;2018;11042;519;2449;25;50;10;4663;42;9;192;389;1957;130;4476;9;534;110;674;964;238;34;883;262;437;27;1467;308;13764;3680;49;459;0;536;3039;224;6119;7688;0;1849;179;4822;3;480;1183;263;18;857;0;0;77112;0;0;0;0;1072,786752
Ribera del Guadiana;2018;612;10;166;0;0;0;22;2;0;0;492;75;0;399;0;28;0;360;0;0;0;19;0;40;0;0;0;127;11;0;0;0;70;6;0;69;9;0;8;0;13645;0;15;114;0;0;0;574;0;15725;0;0;0;0;267,0450948
Ribera del Júcar;2018;281;5;9;0;0;0;4;0;0;0;0;3;0;13;0;0;0;34;0;0;0;0;1;0;0;0;0;9;8;0;0;0;141;119;0;78;53;0;0;0;2646;0;0;0;11;0;31;35;0;3411;0;0;0;0;382,1851422
Rioja;2018;152037;6627;26787;282;244;103;9977;207;241;857;4896;15671;172;37708;94;26193;969;10953;3717;1906;212;10541;289;2169;500;28700;12700;54937;320739;31091;7590;32;4197;34079;3234;98217;23491;0;17885;2948;42022;423;5630;8764;5145;463;2002;66395;46943;904303;0;0;0;0;467,4302952
Rueda;2018;18918;417;5544;82;29;1;1144;27;0;212;120;1337;2;25353;59;1172;46;46;990;83;78;922;69;130;75;1646;493;6573;7828;3819;541;18;481;1573;749;9156;1571;9;2396;122;834;5;1390;369;209;3;163;94098;314;2247;0;145;0;0;280
Sierra de Salamanca;2018;95;0;3;0;0;0;5;0;0;0;0;10;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;15;5;0;0;0;5;0;0;168;4;0;6;0;25;0;5;0;6;0;0;0;0;357;0;0;0;0;742,7114846
Sierras de Málaga;2018;52;0;50;0;0;0;7;0;0;0;0;0;0;8;0;4;0;0;0;9;0;0;0;1;0;19;5;31;8;0;158;0;0;0;0;110;0;0;3;0;18;0;1;16;0;0;0;208;4;288;0;0;0;0;900,018
Somontano;2018;4797;153;7355;55;0;0;1353;0;2;40;16;230;0;5487;10;43;0;27;45;22;10;198;0;0;10;249;164;841;1843;1147;2205;0;0;216;45;625;1059;0;259;128;2163;14;96;151;0;0;529;9692;5588;16307;0;0;0;0;350
Tacoronte-Acentejo;2018;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;1601,6
Tarragona;2018;313;0;552;5;0;14;149;110;0;20;0;1029;0;288;554;167;0;0;16;0;0;434;1;28;703;0;33;188;231;6;1;0;0;19;0;20;17;0;22;0;361;0;261;72;0;0;7;558;103;4333;0;0;0;0;325
Terra Alta;2018;1254;38;341;0;0;0;60;23;0;1;28;64;0;938;1170;33;9;354;51;1;0;60;0;47;41;23;24;148;357;15;29;0;80;44;40;1020;12;0;7;0;196;0;229;61;31;0;0;1211;247;5371;0;0;0;0;274,4751794
Tierra de León;2018;355;0;445;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;25;0;200;350;0;80;0;0;0;0;0;0;0;0;560;500;620;0;0;0;0;350
Tierra del Vino de Zamora;2018;40;0;2;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;23;17;0;0;24;8;0;48;0;0;0;0;15;0;4;0;0;0;0;62;0;130;0;0;0;0;890,921875
Toro;2018;6777;1718;1718;0;0;0;1241;0;0;0;287;1432;0;2004;0;287;382;0;0;191;0;573;382;0;0;191;233;4667;1910;0;0;0;233;233;0;9100;0;0;0;0;8050;0;817;0;0;0;0;1403;1145;39878;0;0;0;0;466,6339744
Uclés;2018;1526;59;515;0;0;2;221;0;0;0;0;271;0;1817;0;40;0;0;0;0;0;392;0;0;21;11;0;404;839;127;7;0;0;30;2138;120;0;132;118;272;2834;0;1583;451;0;0;0;2201;1995;9734;0;0;0;0;383,8249103
Utiel-Requena;2018;8586;2433;6658;12;1;0;2113;0;117;284;1384;1538;0;8065;55;6117;25;647;644;9;0;4728;0;170;23;2740;5399;2700;56004;5470;328;0;8489;5129;226;5661;1017;0;278;0;10822;0;2226;909;6254;209;858;14434;18210;125684;0;0;0;0;306,9405412
Valdeorras;2018;130;6;68;1;0;0;66;0;0;3;6;19;0;164;0;28;8;0;2;0;0;11;7;2;4;25;31;101;456;6;4;0;14;98;0;928;30;0;63;0;109;0;100;5;46;7;5;2037;0;516;0;0;0;0;600
Valdepeñas;2018;40385;1555;3328;82;0;0;4036;1011;0;430;1907;1588;0;8093;119;1261;6;2404;6456;80;0;1146;0;19161;11;1559;33;12339;31457;18896;3601;0;4329;7136;183;800;2368;0;2798;217;16475;0;10037;969;218;39;257;19412;8088;179270;0;0;0;0;229,3347536
Valencia;2018;62217;1677;15340;97;22;28;7941;171;24;6824;7540;17362;95;13086;27;461;4132;8360;2613;47;165;10231;294;1413;684;15193;10365;3196;18067;38340;3423;0;1651;3701;610;11616;4288;0;1148;1485;30871;0;14206;3515;274;86;3050;78898;18373;208871;11595;3714;1269;3216;315,8674402
Valle de Güímar;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Valle de la Orotava;2018;10;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;5;0;0;7;0;7;0;0;0;0;38;0;186;0;0;0;0;0;0;0;0;9;0;0;22;25;225;0;0;0;0;1222,202206
Valles de Benavente;2018;281;0;9;0;0;0;6;0;0;0;0;0;0;75;2;11;0;0;0;0;0;1;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;203;0;0;0;0;0;0;42;308;250;0;0;0;0;299,44
Valtiendas;2018;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;539,7352941
Vinos de Madrid;2018;739;11;112;0;0;0;69;0;0;2;27;23;0;47;0;7;13;0;4;4;0;13;4;9;0;73;85;334;69;7;0;0;1;69;2573;22;0;0;35;4;715;93;0;14;49;0;43;452;190;4628;0;0;0;0;437,888425
Ycoden-Daute-Isora;2018;4;4;2;0;0;0;0;0;0;0;5;10;0;12;0;4;2;0;0;4;0;0;2;0;0;8;5;17;12;4;0;1;3;17;3;146;0;0;0;0;4;0;11;0;7;0;0;136;0;151;0;0;0;0;741,5714286
Yecla;2018;10914;53;1541;0;0;0;17991;0;5;32;111;511;0;642;0;135;267;787;724;36;27;414;5;47;0;7110;341;1805;3551;40;72;0;1127;6846;0;4487;52;313;165;633;3765;0;2816;994;124;213;0;2191;1457;65016;32;0;0;0;242,1027862
Abona;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alella;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alicante;2017;8305;7;969;13;0;0;869;4;0;109;485;2292;0;1132;0;37;512;856;562;130;28;1404;0;12;4;498;38;704;806;498;241;0;550;949;9;3803;40;0;59;123;6929;0;723;685;78;18;1473;4239;885;30141;89;600;0;0;0
Almansa;2017;5982;47;204;3;0;0;253;0;0;1398;4118;334;19;1034;0;26;90517;0;90;0;0;293;0;6;13;22;0;970;75;101;20;0;696;9049;0;3026;44;0;12;165;4801;0;1843;546;134;93;4417;2579;109;127663;0;0;0;0;115,5951393
Arlanza;2017;12;5;9;0;0;0;1;0;0;0;0;19;0;14;0;0;0;0;0;1;0;10;0;0;0;0;0;15;53;0;0;0;0;17;0;50;3;0;0;0;0;0;5;0;0;0;0;2;2;210;0;0;0;0;350
Arribes;2017;14;0;13;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;5;4;0;1;0;0;0;0;0;0;0;0;0;335;0;5;0;0;0;0;43;4;434;0;0;0;0;300,0997921
Aylés;2017;49;21;11;0;0;0;18;2;0;0;0;0;0;2;0;0;1;57;0;0;0;6;0;21;0;0;0;86;15;0;0;0;0;38;0;108;0;0;13;0;0;0;7;44;0;0;0;0;37;462;0;0;0;0;648
Bierzo;2017;3328;152;530;1;6;0;543;1;6;2;71;317;9;848;216;28;11;0;0;15;0;168;2;315;2;101;44;615;1054;418;33;1;1743;1127;0;3667;152;5;189;0;1432;0;427;462;40;16;0;1642;1721;14734;0;0;0;0;410
Binissalem;2017;806;0;0;0;0;0;28;0;0;3;0;2;0;9;0;0;0;0;0;13;0;0;0;0;0;5;0;671;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;64;135;1346;0;2;0;0;861,9722043
Bullas;2017;314;0;68;0;0;0;70;0;0;0;0;108;0;86;0;16;0;5;0;0;0;214;0;0;0;0;0;1;291;905;0;0;29;60;0;589;0;0;0;0;392;0;170;1;0;0;0;411;329;2579;0;0;0;0;288,798132
Calatayud;2017;2348;0;477;0;1477;0;721;0;0;189;600;6380;0;193;0;2013;0;0;0;36;0;26;0;15;0;18;11914;348;1027;567;0;0;690;3240;0;15171;138;0;0;124;1147;0;1077;0;161;0;0;544;2367;47186;0;0;0;0;243,2238258
Calzadilla;2017;69;0;0;0;0;0;0;0;0;0;0;2;0;13;0;0;0;0;0;0;0;0;1;0;0;0;0;10;0;0;0;0;0;10;0;7;0;0;0;0;0;0;3;0;9;0;0;0;0;124;0;0;0;0;967,7419355
Campo de Borja;2017;6311;38;2385;2;0;0;2153;0;30;74;0;832;0;2899;92;186;14;40;12;17;0;482;0;29;979;152;263;1212;24500;5002;146;0;489;9338;0;15500;387;0;385;334;15098;132;2615;850;515;688;0;3482;12754;77939;6;0;0;0;245,6597084
Campo de la Guardia;2017;17;0;42;0;0;0;37;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;5;0;0;0;0;0;6;0;0;0;0;0;0;3;0;6;1;0;0;0;13;0;110;0;0;0;0;372,504065
Cangas;2017;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;896,7857143
Cariñena;2017;65388;502;9348;0;5;524;1599;57;0;46;27;3145;0;10274;0;1015;22;595;259;139;11;9235;27;4264;21;2067;1674;1861;58776;23863;1250;0;1755;19022;69;25487;724;0;4931;469;24577;34;4640;5222;560;170;280;24021;7922;251986;5;0;0;0;187,177742
Casa del Blanco;2017;8;2;29;0;0;0;3;0;0;0;0;225;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;44;0;9;1;0;0;0;72;0;303;0;0;0;0;654,6933333
Cataluña;2017;24683;480;5485;346;150;6;14759;71;4;3030;7809;7388;647;20283;23;2425;723;2139;10208;220;126;2566;235;89;121;12955;5592;7319;44188;489;4195;1;1125;5720;439;5610;5322;0;7124;619;8869;399;7005;5185;284;107;9760;107539;10244;118540;0;0;0;0;286,8139284
Cava;2017;230998;8001;218816;271;287;782;14695;304;1229;8280;22768;72850;570;30126;440;1845;2289;1952;6120;3092;66;7598;2998;1486;117;29214;12407;21486;197341;11039;7717;1349;9708;18641;1169;156154;3337;377;21252;374;4381;43;69965;15013;4443;880;1461;0;0;0;0;1225731;0;0;300,2643182
Chacolí de Álava;2017;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;1;21;0;2;0;0;12;2;55;15;0;2;0;0;0;17;0;0;0;0;146;0;0;0;0;0;0;572,5547945
Chacolí de Bizkaia;2017;21;0;15;0;0;0;9;0;0;0;6;4;0;36;0;0;2;0;0;0;0;0;0;0;0;0;17;2;72;9;1;0;2;5;0;197;5;0;2;0;0;0;26;8;8;0;0;416;0;31;0;0;0;0;798,3557047
Chacolí de Getaria;2017;25;0;7;0;14;0;3;0;0;5;26;393;0;29;3;16;5;0;0;0;0;2;0;2;0;113;12;0;152;9;5;0;0;21;0;2280;38;0;0;0;5;0;159;3;24;0;0;1764;1517;0;0;69;0;1;596,8367651
Cigales;2017;305;7;564;13;0;4;84;1;0;19;81;7;0;146;0;41;0;1;1;88;0;27;0;0;0;33;2;680;127;27;36;0;11;1;0;175;90;0;11;14;590;0;55;95;0;0;0;5;427;2904;0;0;0;0;533,248801
Conca de Barberá;2017;76;0;82;0;0;0;26;0;0;2;0;11;0;162;0;0;8;84;69;0;0;26;0;4;0;6;8;47;28;18;12;0;0;175;0;391;5;0;4;2;73;0;57;14;5;0;0;404;124;867;0;0;0;0;663,2989247
Condado de Huelva;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Costers del Segre;2017;1541;3;667;22;0;0;668;6;0;411;3206;83;0;1300;0;68;5;5;0;0;0;80;1;53;3;1047;29;290;410;57;120;0;10;1261;189;30;16;0;20;152;544;0;320;777;0;0;149;4152;629;8733;0;29;0;0;442,8539467
Dehesa del Carrizal;2017;19;3;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;3;0;0;0;19;0;0;0;0;5;3;0;9;27;0;9;0;258;0;16;0;19;0;0;31;0;391;0;0;0;0;552,514218
Dominio de Valdepusa;2017;511;0;4;0;0;0;42;3;0;0;0;0;0;0;0;0;0;0;1;22;0;3;0;4;0;0;0;81;2;35;0;0;0;14;3;156;5;0;38;0;1;0;40;2;0;0;0;0;0;967;0;0;0;0;851,442606
El Hierro;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Terrerazo;2017;55;17;14;0;0;0;29;0;0;0;5;6;0;38;0;11;0;1;0;0;0;0;0;0;0;0;32;30;88;0;0;0;0;9;0;133;5;0;8;0;2;0;30;5;0;5;0;0;0;523;0;0;0;0;797,0325048
Empordà;2017;518;30;183;0;0;2;44;17;0;96;128;562;0;348;1;60;0;4;0;0;0;37;1;21;0;26;331;821;249;0;166;0;7;397;10;742;14;0;167;237;272;0;121;141;12;9;0;718;442;4531;74;7;0;2;600,5753377
Finca Élez;2017;97;0;0;0;0;0;3;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;775;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;28;5;0;0;0;24;0;1022;0;0;0;0;105,7715105
Gran Canaria;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;663,5857143
Granada;2017;7;0;4;0;0;0;90;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;5;1;100;0;0;0;0;642,7641509
Guijoso;2017;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;13;0;0;0;0;527,0714286
Islas Canarias;2017;7;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;10;0;0;0;0;37;0;145;0;55;0;0;0;0;0;11;0;0;0;191;13;133;0;0;0;0;780,504451
Jerez-Xérès-Sherry;2017;20516;735;7636;1;19;1;1482;41;14;31;1284;6502;23;54095;15;756;340;198;319;50;21;405;19;135;10;1608;414;553;94555;325;416;29;77;2632;347;11399;638;1;433;27;397;0;981;481;1085;139;81;0;0;0;211266;0;0;0;299,9976996
Jumilla;2017;14869;68;1468;3;0;2;3950;36;0;159;2393;1712;0;6744;8;1010;142;956;4430;62;15;4387;0;73;137;1209;106;10709;17645;3321;1170;43;1935;8381;96;20076;1021;0;4209;856;13705;210;4587;1394;375;20;7326;6026;3441;130271;275;0;0;1005;207,3695344
La Gomera;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La Mancha;2017;42287;1004;2006;68;31;181;909;2419;0;28;145;2950;146;9934;13;2116;199;4122;5472;9;29;6089;1;976;98;2339;83;5028;11833;5081;9872;34;507;217;20;8956;7378;0;8860;1741;64115;0;8334;10069;53;277;943;43969;10663;162997;0;9343;0;0;199,3786811
La Palma;2017;2;0;14;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;4;0;5;0;0;0;3;17;6;24;0;0;0;0;1288,680851
Lanzarote;2017;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;163;0;0;2;0;0;0;5;0;0;0;0;32;149;0;0;0;0;0;995,8839779
Lebrija;2017;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;6;0;6;10;0;0;0;464,1363636
Los Balagueses;2017;9;0;3;0;0;0;17;0;0;0;0;0;0;1;0;0;0;0;4;0;0;5;0;0;0;0;0;0;2;0;0;0;0;7;0;3;0;0;0;0;0;0;0;0;0;0;1;13;0;39;0;0;0;0;682,7692308
Málaga;2017;732;187;0;0;0;0;2;0;0;0;107;3759;0;635;0;3;23;0;0;0;0;1326;0;3;0;2;0;216;54;0;102;0;0;11;0;33;2;0;7;0;2;1;0;5;0;0;0;0;0;0;7212;0;0;0;541,9284526
Manchuela;2017;787;15;126;0;0;102;27;3;4;0;0;131;0;242;49;23;6;0;0;72;0;46;0;31;0;128;7;243;161;0;1;0;161;33;25;180;147;180;12;58;2727;0;316;95;41;0;149;1188;290;4850;0;0;0;0;308,7223451
Manzanilla S.B.;2017;208;18;353;0;0;0;28;1;1;1;25;201;5;638;0;13;1;21;40;0;0;5;2;1;0;192;10;22;2269;26;21;0;6;44;3;520;50;0;11;3;17;0;357;25;54;8;1;0;0;0;5201;0;0;0;299,8050375
Méntrida;2017;847;3;35;0;0;0;31;4;0;0;11;5;0;28;0;5;0;0;0;0;0;0;633;0;0;28;23;36;51;49;0;0;54;104;0;166;6;0;5;8;574;0;59;0;5;7;23;26;21;2753;0;0;0;0;235,7582143
Mondéjar;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monterrei;2017;462;1;137;0;0;0;24;0;0;11;0;7;0;1557;6;136;0;0;0;0;0;6;0;7;0;25;10;17;931;11;66;0;0;0;2;130;0;0;29;0;22;0;19;0;14;0;0;3436;0;194;0;0;0;0;473,7639118
Montilla-Moriles;2017;426;67;566;0;0;0;112;0;0;0;0;78;1;5948;0;7;99;0;121;5;0;18;2;2425;0;20;0;48;3780;7;533;1;1;331;0;292;0;0;2246;10;50;0;44;0;131;5;0;9395;0;0;7979;0;0;0;281,810579
Montsant;2017;2452;50;671;1;0;2;431;0;0;22;19;140;3;398;4;54;1;10;12;20;0;228;0;37;0;867;53;731;436;64;318;2;120;1987;4;3469;41;0;53;20;228;0;761;357;120;3;2;793;363;12868;167;0;0;0;287,6935382
Navarra;2017;23412;713;2514;50;505;4;850;196;64;117;1300;2631;290;8502;0;843;21;1244;508;149;5;1256;59;353;33;187;2867;8553;16144;911;357;16;1771;3962;211;6381;1947;559;1690;130;24866;0;1562;1130;335;88;129;15301;15259;88788;67;0;0;0;248
Pago de Arínzano;2017;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473;308;0;0;0;0;0;0;0;0;522;17;0;0;7;0;0;0;422;0;0;0;0;5;0;0;0;0;0;0;566;0;1196;0;0;0;0;645,2837684
